kind,table,name,data_type,format,hidden_or_inactive,source_or_target,dependencies_or_definition,status
COLUMN,Calendar,Ano,,0,false,[Ano],summarizeBy=sum,INVENTARIADO
COLUMN,Calendar,Mês,,0,false,[Mês],summarizeBy=sum,INVENTARIADO
COLUMN,Calendar,Dia,,0,false,[Dia],summarizeBy=sum,INVENTARIADO
COLUMN,Calendar,Dia_Min,,0,false,[Dia_Min],summarizeBy=sum,INVENTARIADO
PARTITION,Calendar,Calendar,import,,false,DAX calculado,"partition Calendar = calculated mode: import source = ADDCOLUMNS( CALENDAR( TODAY()-7,TODAY()+10), ""Ano"", YEAR([Date]), ""Mês"", MONTH([Date]), ""Dia"", DAY([Date]), ""Dia_Min"", IF( [Date] = TODAY(), (HOUR(NOW()) * 60) + MINUTE(NOW()), 1440))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,Dados de embarque,Dados de embarque,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\Dados de embarque.tmdl,5 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,Dados de embarque,Flatbed,string,,false,Flatbed,summarizeBy=none,INVENTARIADO
COLUMN,Dados de embarque,Data,dateTime,Long Date,false,Data,summarizeBy=none,INVENTARIADO
COLUMN,Dados de embarque,Horário,dateTime,Long Time,false,Horário,summarizeBy=none,INVENTARIADO
COLUMN,Dados de embarque,Data__horario,string,,false,Data__horario,summarizeBy=none,INVENTARIADO
COLUMN,Dados de embarque,Cliente,string,,false,Cliente,summarizeBy=none,INVENTARIADO
PARTITION,Dados de embarque,Dados de embarque,import,,false,Excel em rede,"partition 'Dados de embarque' = m mode: import source = let Fonte = Excel.Workbook(File.Contents(""\\metbrosawfse01\Publico\GESTÃO INFORMAÇÃO CLIENTES\ANDON LOGÍSTICA\Bi Logística\Dados excel\Programacao_embarque.xlsx""), null, true), #""Data Embarque_Sheet"" = Fonte{[Item=""Data Embarque"",Kind=""Sheet""]}[Data], #""Cabeçalhos Promovidos1"" = Table.PromoteHeaders(#""Data Embarque_Sheet"", [PromoteAllScalars=true]), #""Tipo Alterado1"" = Table.TransformColumnTypes(#""Cabeçalhos Promovidos1"",{{""Flatbed"", type text}, {""Data"", type date}, {""Horário"", type time}}), #""Primeiros Caracteres Inseridos"" = Table.AddColumn(#""Tipo Alterado1"", ""Primeiros caracteres"", each Text.Start([Flatbed], 3), type text), #""Colunas Renomeadas"" = Table.RenameColumns(#""Primeiros Caracteres Inseridos"",{{""Primeiros caracteres"", ""Cliente""}}), #""Índice Adicionado"" = Table.AddIndexColumn(#""Colunas Renomeadas"",""Índice"", 1, 1), #""Colunas Removidas"" = Table.RemoveColumns(#""Índice Adicionado"",{""Índice""}), #""Removed Blank Rows"" = Table.SelectRows(#""Colunas Removidas"", each not List.IsEmpty(List.RemoveMatchingItems(Record.FieldValues(_), {"""", null}))), #""Removed Blank Rows1"" = Table.SelectRows(#""Removed Blank Rows"", each not List.IsEmpty(List.RemoveMatchingItems(Record.FieldValues(_), {"""", null}))), #""Removed Bottom Rows"" = Table.RemoveLastN(#""Removed Blank Rows1"",1) in #""Removed Bottom Rows""",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,DAF SLITTERS,DAF SLITTERS,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\DAF SLITTERS.tmdl,15 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,DAF SLITTERS,DESCRIPTION,string,,false,DESCRIPTION,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,ITEM,string,,false,ITEM,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,JOB_ORACLE,double,,false,JOB_ORACLE,summarizeBy=sum,INVENTARIADO
COLUMN,DAF SLITTERS,CUSTOMER_CODE,string,,false,CUSTOMER_CODE,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,MP,string,,false,MP,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,SHIP_DATE,dateTime,General Date,false,SHIP_DATE,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,LOCATION,string,,false,LOCATION,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,RAIL_TYPE,string,,false,RAIL_TYPE,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,RAIL_TYPE_DESCRIPTION,string,,false,RAIL_TYPE_DESCRIPTION,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,QUANTITY_ORDERED,double,,false,QUANTITY_ORDERED,summarizeBy=sum,INVENTARIADO
COLUMN,DAF SLITTERS,QUANTITY_FINISHED,double,,false,QUANTITY_FINISHED,summarizeBy=sum,INVENTARIADO
COLUMN,DAF SLITTERS,Pares Slitter,double,,false,Pares Slitter,summarizeBy=sum,INVENTARIADO
COLUMN,DAF SLITTERS,Local,string,,false,Local,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,Data,string,,false,Data,summarizeBy=none,INVENTARIADO
COLUMN,DAF SLITTERS,FINISH_LENGTH,double,,false,FINISH_LENGTH,summarizeBy=sum,INVENTARIADO
PARTITION,DAF SLITTERS,DAF SLITTERS,import,,false,Oracle MESBR,"partition 'DAF SLITTERS' = m mode: import queryGroup: 1-E-Kanban source = let Fonte = Oracle.Database(""10.44.34.68:1522/MESBR"", [HierarchicalNavigation=true, Query=""SELECT re.DESCRIPTION,ROUND(i.FINISH_LENGTH*25.4/1000,1)as FINISH_LENGTH, i.ITEM, W.JOB_ORACLE, I.CUSTOMER_CODE, FG_SK_SLITTER_FROM_ITEM(i.ITEM) AS MP,#(lf)TO_CHAR(W.SHIP_DATE, 'DD-MON-YYYY HH24:MI') AS SHIP_DATE, nvl(l.DESCRIPTION, ' ') AS LOCATION#(lf),I.RAIL_TYPE#(lf),RT.DESCRIPTION RAIL_TYPE_DESCRIPTION, W.QUANTITY_ORDERED, W.QUANTITY_FINISHED#(lf)FROM WORK_ORDER w#(lf)INNER JOIN ITEM i ON w.ITEM_ID = i.ITEM_ID #(lf) INNER JOIN RAIL_TYPE RT ON RT.VALUE = I.RAIL_TYPE#(lf)INNER JOIN RESOURCES re ON w.RESOURCE_ID = re.RESOURCE_ID #(lf)INNER JOIN OPERATIONS o ON re.RESOURCE_ID = o.RESOURCE_ID #(lf) LEFT JOIN RAIL ra ON w.JOB_ORACLE = ra.JOB_ORACLE #(lf) AND ra.RAIL_STATUS_ID NOT IN (10, 11) #(lf) LEFT JOIN LOCATIONS l ON ra.LOCATION_ID = l.LOCATION_ID #(lf) LEFT JOIN #(lf) (SELECT DISTINCT WW.JOB_ORACLE, WB.RAIL_ID#(lf) FROM WORK_ORDER WW #(lf) INNER JOIN WORK_ORDER_BASE WB ON WW.WORK_ORDER_ID = WB.WORK_ORDER_ID#(lf) INNER JOIN RAIL R ON R.RAIL_ID = WB.RAIL_ID AND R.CHASSIS_NUMBER IS NULL#(lf) INNER JOIN ITEM I ON R.ITEM_ID = I.ITEM_ID #(lf) WHERE I.ITEM_TYPE = 'BB') WB ON W.JOB_ORACLE = WB.JOB_ORACLE#(lf)WHERE o.OPERATIONS_ID = 9#(lf)AND I.CUSTOMER_CODE = 'DAF'#(lf)AND W.SHIP_DATE BETWEEN (SYSDATE-2) AND (SYSDATE+30) #(lf)AND W.QUANTITY_FINISHED < W.QUANTITY_ORDERED#(lf)AND W.WORK_ORDER_STATUS_ID = 2 #(lf)ORDER BY SHIP_DATE ASC""]), #""Personalização Adicionada"" = Table.AddColumn(Fonte, ""Pares Slitter"", each ([QUANTITY_ORDERED]-[QUANTITY_FINISHED])/2), #""Tipo Alterado"" = Table.TransformColumnTypes(#""Personalização Adicionada"",{{""Pares Slitter"", type number}}), #""Personalização Adicionada1"" = Table.AddColumn(#""Tipo Alterado"", ""Local"", each ""Slitter""), #""Tipo Alterado1"" = Table.TransformColumnTypes(#""Personalização Adicionada1"",{{""SHIP_DATE"", type datetime}}), #""Duplicatas Removidas"" = Table.Distinct(#""Tipo Alterado1"", {""JOB_ORACLE""}), #""Data Inserida"" = Table.AddColumn(#""Duplicatas Removidas"", ""Data"", each DateTime.Date([SHIP_DATE]), type date), #""Tipo Alterado2"" = Table.TransformColumnTypes(#""Data Inserida"",{{""Data"", type text}}) in #""Tipo Alterado2""",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,DAF,DAF,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\DAF.tmdl,17 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,DAF,DESCRIPTION,string,,false,DESCRIPTION,summarizeBy=none,INVENTARIADO
COLUMN,DAF,ITEM,string,,false,ITEM,summarizeBy=none,INVENTARIADO
COLUMN,DAF,JOB_ORACLE,string,,false,JOB_ORACLE,summarizeBy=none,INVENTARIADO
COLUMN,DAF,CUSTOMER_CODE,string,,false,CUSTOMER_CODE,summarizeBy=none,INVENTARIADO
COLUMN,DAF,MP,string,,false,MP,summarizeBy=none,INVENTARIADO
COLUMN,DAF,SHIP_DATE,dateTime,Long Date,false,SHIP_DATE,summarizeBy=none,INVENTARIADO
COLUMN,DAF,LOCATION,string,,false,LOCATION,summarizeBy=none,INVENTARIADO
COLUMN,DAF,RAIL_TYPE,string,,false,RAIL_TYPE,summarizeBy=none,INVENTARIADO
COLUMN,DAF,RAIL_TYPE_DESCRIPTION,string,,false,RAIL_TYPE_DESCRIPTION,summarizeBy=none,INVENTARIADO
COLUMN,DAF,Cliente,string,,false,Cliente,summarizeBy=none,INVENTARIADO
COLUMN,DAF,Local,string,,false,Local,summarizeBy=none,INVENTARIADO
COLUMN,DAF,REFORÇADA?,string,,false,REFORÇADA?,summarizeBy=none,INVENTARIADO
COLUMN,DAF,QTD long Reforçada,,0,false,,summarizeBy=sum,INVENTARIADO
COLUMN,DAF,QTD long SIMPLES,,0,false,,summarizeBy=sum,INVENTARIADO
COLUMN,DAF,QTD REF,,0,false,,summarizeBy=sum,INVENTARIADO
COLUMN,DAF,FINISH_LENGTH,double,,false,FINISH_LENGTH,summarizeBy=sum,INVENTARIADO
COLUMN,DAF,Flatbed,string,,false,,summarizeBy=none,INVENTARIADO
PARTITION,DAF,DAF,import,,false,Power Query M / derivada,"partition DAF = m mode: import queryGroup: 1-E-Kanban source = let Fonte = Base2, #""Linhas Filtradas"" = Table.SelectRows(Fonte, each ([DESCRIPTION] <> ""BEATTY 2"")), #""Consulta Acrescentada"" = Table.Combine({#""Linhas Filtradas"", #""DAF SIMPLES"", #""DAF REFORÇADA""}), #""Linhas Classificadas"" = Table.Sort(#""Consulta Acrescentada"",{{""SHIP_DATE"", Order.Descending}}), #""Tipo Alterado"" = Table.TransformColumnTypes(#""Linhas Classificadas"",{{""SHIP_DATE"", type date}}), #""Linhas Filtradas1"" = Table.SelectRows(#""Tipo Alterado"", each ([Local] <> ""Slitter"")), #""Valor Substituído"" = Table.ReplaceValue(#""Linhas Filtradas1"",""Roll Former 3 Input"",""xxxxx"",Replacer.ReplaceText,{""LOCATION""}), #""Linhas Filtradas2"" = Table.SelectRows(#""Valor Substituído"", each ([LOCATION] <> ""xxxxx"")), #""Tipo Alterado1"" = Table.TransformColumnTypes(#""Linhas Filtradas2"",{{""JOB_ORACLE"", type text}}), #""Linhas Filtradas3"" = Table.SelectRows(#""Tipo Alterado1"", each true) in #""Linhas Filtradas3""",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582,import,,true,DAX calculado,"partition DateTableTemplate_80b13de7-03a3-4a1a-ae69-b2445697b582 = calculated mode: import source = Calendar(Date(2015,1,1), Date(2015,1,1))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,dOperacao,dOperacao,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\dOperacao.tmdl,3 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,dOperacao,OPERAÇÃO,string,,false,OPERAÇÃO,summarizeBy=none,INVENTARIADO
COLUMN,dOperacao,Capacidade,double,,false,Capacidade,summarizeBy=sum,INVENTARIADO
COLUMN,dOperacao,Tempo Abastecimento,double,,false,Tempo Abastecimento,summarizeBy=sum,INVENTARIADO
PARTITION,dOperacao,dOperacao,import,,false,Tabela M embutida,"partition dOperacao = m mode: import source = let Source = Table.FromRows(Json.Document(Binary.Decompress(Binary.FromText(""i45WcnJ1DAmJNDBU0lEyMtExBVImpkqxOnAJI5CEBRYJY6CIsaEOmDJAljAB6TDXMYPqiAUA"", BinaryEncoding.Base64), Compression.Deflate)), let _t = ((type nullable text) meta [Serialized.Text = true]) in type table [Operação = _t, #""Golpes por Minuto"" = _t, #""Tempo Abastecimento"" = _t]), #""Changed Type2"" = Table.TransformColumnTypes(Source,{{""Golpes por Minuto"", type number}}), #""Changed Type"" = Table.TransformColumnTypes(#""Changed Type2"",{{""Operação"", type text}}), #""Renamed Columns"" = Table.RenameColumns(#""Changed Type"",{{""Operação"", ""OPERAÇÃO""}, {""Golpes por Minuto"", ""Capacidade""}}), #""Changed Type1"" = Table.TransformColumnTypes(#""Renamed Columns"",{{""Tempo Abastecimento"", type number}}), #""Valor Substituído"" = Table.ReplaceValue(#""Changed Type1"",""0"","" "",Replacer.ReplaceText,{""OPERAÇÃO""}) in #""Valor Substituído""",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,Emb Offset,Emb Offset,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\Emb Offset.tmdl,3 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,Emb Offset,Cliente,string,,false,Cliente,summarizeBy=none,INVENTARIADO
COLUMN,Emb Offset,Capacidade por hora,int64,0,false,Capacidade por hora,summarizeBy=none,INVENTARIADO
COLUMN,Emb Offset,Tempo de processamento (min),double,,false,Tempo de processamento (min),summarizeBy=none,INVENTARIADO
PARTITION,Emb Offset,Emb Offset,import,,false,Excel em rede,"partition 'Emb Offset' = m mode: import source = let Source = Excel.Workbook(File.Contents(""\\metbrosawfse01\ENGPROC\_Comum\120 DocE & A3 & KPI\KPIs\50-POWER BI\ENN\03-Embalagem\00-Embalagem Offset\02-Parâmetros\Capacidade Embalagem.xlsx""), null, true), Emb.Offset_Table = Source{[Item=""Emb.Offset"",Kind=""Table""]}[Data], #""Changed Type"" = Table.TransformColumnTypes(Emb.Offset_Table,{{""Cliente"", type text}, {""Capacidade por hora"", Int64.Type}, {""Tempo de processamento (min)"", type number}}) in #""Changed Type""",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,Emb Reta,Emb Reta,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\Emb Reta.tmdl,3 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,Emb Reta,Cliente,string,,false,Cliente,summarizeBy=none,INVENTARIADO
COLUMN,Emb Reta,Capacidade por hora,int64,0,false,Capacidade por hora,summarizeBy=sum,INVENTARIADO
COLUMN,Emb Reta,Tempo de processamento (min),int64,0,false,Tempo de processamento (min),summarizeBy=sum,INVENTARIADO
PARTITION,Emb Reta,Emb Reta,import,,false,Excel em rede,"partition 'Emb Reta' = m mode: import source = let Source = Excel.Workbook(File.Contents(""\\metbrosawfse01\ENGPROC\_Comum\120 DocE & A3 & KPI\KPIs\50-POWER BI\ENN\03-Embalagem\00-Embalagem Offset\02-Parâmetros\Capacidade Embalagem.xlsx""), null, true), Emb.Reta4_Table = Source{[Item=""Emb.Reta4"",Kind=""Table""]}[Data], #""Changed Type"" = Table.TransformColumnTypes(Emb.Reta4_Table,{{""Cliente"", type text}, {""Capacidade por hora"", Int64.Type}, {""Tempo de processamento (min)"", Int64.Type}}) in #""Changed Type""",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,FH,FH,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\FH.tmdl,21 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,FH,DESCRIPTION,string,,false,DESCRIPTION,summarizeBy=none,INVENTARIADO
COLUMN,FH,CHASSIS_NUMBER,string,,false,CHASSIS_NUMBER,summarizeBy=none,INVENTARIADO
COLUMN,FH,ITEM,string,,false,ITEM,summarizeBy=none,INVENTARIADO
COLUMN,FH,COMPONENT,string,,false,COMPONENT,summarizeBy=none,INVENTARIADO
COLUMN,FH,CUSTOMER_CODE,string,,false,CUSTOMER_CODE,summarizeBy=none,INVENTARIADO
COLUMN,FH,MP,string,,false,MP,summarizeBy=none,INVENTARIADO
COLUMN,FH,SHIP_DATE,dateTime,Long Date,false,SHIP_DATE,summarizeBy=none,INVENTARIADO
COLUMN,FH,DIA,string,,false,DIA,summarizeBy=none,INVENTARIADO
COLUMN,FH,ANO,string,,false,ANO,summarizeBy=none,INVENTARIADO
COLUMN,FH,FLATBED,int64,0,false,FLATBED,summarizeBy=sum,INVENTARIADO
COLUMN,FH,BUNDLE,int64,0,false,BUNDLE,summarizeBy=sum,INVENTARIADO
COLUMN,FH,PRODUCT_CLASS,string,,false,PRODUCT_CLASS,summarizeBy=none,INVENTARIADO
COLUMN,FH,HAND,string,,false,HAND,summarizeBy=none,INVENTARIADO
COLUMN,FH,LOCATION,string,,false,LOCATION,summarizeBy=none,INVENTARIADO
COLUMN,FH,REFORÇADA,string,,false,REFORÇADA,summarizeBy=none,INVENTARIADO
COLUMN,FH,Clientes,string,,false,Clientes,summarizeBy=none,INVENTARIADO
COLUMN,FH,local,string,,false,local,summarizeBy=none,INVENTARIADO
COLUMN,FH,Tipo,string,,false,Tipo,summarizeBy=none,INVENTARIADO
COLUMN,FH,DIVISÃO RF3/RF2,string,,false,DIVISÃO RF3/RF2,summarizeBy=none,INVENTARIADO
COLUMN,FH,FINISH_LENGHT,double,,false,FINISH_LENGHT,summarizeBy=sum,INVENTARIADO
COLUMN,FH,FH Flatbed_2,,,false,,summarizeBy=none,INVENTARIADO
PARTITION,FH,FH,import,,false,Power Query M / derivada,"partition FH = m mode: import queryGroup: 1-E-Kanban source = let Fonte = Base1, #""Linhas Filtradas2"" = Table.SelectRows(Fonte, each ([Clientes] <> ""SCA"" and [Clientes] <> ""VM"")), #""Valor Substituído"" = Table.ReplaceValue(#""Linhas Filtradas2"",""Pintura Output 2"",""Ag. Stenhøj"",Replacer.ReplaceText,{""LOCATION""}), #""Valor Substituído1"" = Table.ReplaceValue(#""Valor Substituído"",""Stenhoj"",""Ag. Emb1"",Replacer.ReplaceText,{""local""}), #""Últimos caracteres inseridos"" = Table.AddColumn(#""Valor Substituído1"", ""Últimos caracteres"", each Text.End(Text.From([SHIP_DATE], ""pt-BR""), 2), type text), #""Colunas Reordenadas"" = Table.ReorderColumns(#""Últimos caracteres inseridos"",{""DESCRIPTION"", ""CHASSIS_NUMBER"", ""ITEM"", ""COMPONENT"", ""CUSTOMER_CODE"", ""MP"", ""SHIP_DATE"", ""Últimos caracteres"", ""FLATBED"", ""BUNDLE"", ""HAND"", ""LOCATION"", ""REFORÇADA"", ""Clientes"", ""local""}), #""Colunas Renomeadas"" = Table.RenameColumns(#""Colunas Reordenadas"",{{""Últimos caracteres"", ""ano""}}), #""Primeiros Caracteres Inseridos"" = Table.AddColumn(#""Colunas Renomeadas"", ""Primeiros caracteres"", each Text.Start(Text.From([SHIP_DATE], ""pt-BR""), 2), type text), #""Colunas Reordenadas1"" = Table.ReorderColumns(#""Primeiros Caracteres Inseridos"",{""DESCRIPTION"", ""CHASSIS_NUMBER"", ""ITEM"", ""COMPONENT"", ""CUSTOMER_CODE"", ""MP"", ""SHIP_DATE"", ""Primeiros caracteres"", ""ano"", ""FLATBED"", ""BUNDLE"", ""HAND"", ""LOCATION"", ""REFORÇADA"", ""Clientes"", ""local""}), #""Colunas Renomeadas1"" = Table.RenameColumns(#""Colunas Reordenadas1"",{{""Primeiros caracteres"", ""DIA""}, {""ano"", ""ANO""}}), #""Valor Substituído2"" = Table.ReplaceValue(#""Colunas Renomeadas1"",""VDB"",""VDBCL"",Replacer.ReplaceText,{""CUSTOMER_CODE""}), #""Coluna Condicional Adicionada"" = Table.AddColumn(#""Valor Substituído2"", ""Tipo"", each if Text.StartsWith([ITEM], ""1-L"") then ""Longarina"" else if Text.StartsWith([ITEM], ""1-R"") then ""Reforço"" else null), #""Tipo Alterado"" = Table.TransformColumnTypes(#""Coluna Condicional Adicionada"",{{""Tipo"", type text}}), #""Colunas Renomeadas2"" = Table.RenameColumns(#""Tipo Alterado"",{{""local"", ""local_1""}}), #""Coluna Condicional Adicionada1"" = Table.AddColumn(#""Colunas Renomeadas2"", ""DIVISÃO RF3/RF2"", each if [MP] = ""2-MP600760SL445-0"" then ""FH - RF2"" else ""FH - RF3""), #""Tipo Alterado1"" = Table.TransformColumnTypes(#""Coluna Condicional Adicionada1"",{{""DIVISÃO RF3/RF2"", type text}}), #""Linhas Filtradas1"" = Table.SelectRows(#""Tipo Alterado1"", each true), #""Valor Substituído3"" = Table.ReplaceValue(#""Linhas Filtradas1"",""Pintura Output 2"",""Ag. Stenhøj"",Replacer.ReplaceText,{""local_1""}), #""Linhas Filtradas"" = Table.SelectRows(#""Valor Substituído3"", each [Clientes] = ""FH""), #""Colunas Renomeadas3"" = Table.RenameColumns(#""Linhas Filtradas"",{{""local_1"", ""local""}}) in #""Colunas Renomeadas3""",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114,import,,true,DAX calculado,"partition LocalDateTable_16dd9421-78f6-4ec4-aee3-dbef05408114 = calculated mode: import source = Calendar(Date(Year(MIN('Paradas'[PARADA])), 1, 1), Date(Year(MAX('Paradas'[PARADA])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11,import,,true,DAX calculado,"partition LocalDateTable_2668a948-55a4-4243-aea0-6eb63a676c11 = calculated mode: import source = Calendar(Date(Year(MIN('Produção'[CREATION_DATE])), 1, 1), Date(Year(MAX('Produção'[CREATION_DATE])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
